text_to_classify,predicted_code,predicted_label,prediction_probability
neck include trapezius,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.58
pstd,8989,Mental Disorders,0.1
gulf war illness pact act,9012,Respiratory,0.38
toxic exposure from helicopter carrier,9012,Respiratory,0.44
insomnia sleep impairment,8989,Mental Disorders,0.96
depression anxiety,8989,Mental Disorders,0.99
cervical migraine,9006,Neurological - Cranial/Peripheral Nerves,0.75
other specified trauma stressor related disorder,8989,Mental Disorders,0.97
military sexual trauma,8989,Mental Disorders,0.46
sciatic nerve back,9006,Neurological - Cranial/Peripheral Nerves,0.46
chest,8979,Heart/Veins/Arteries,0.49
nerve damage jaw,9006,Neurological - Cranial/Peripheral Nerves,0.38
dizzy spells passing out bending over standing,8969,Ear Disease and Other Sense Organs,0.65
peyronies disease impotence painful errections,8975,Genitourinary,0.53
rosacea,9016,Skin,0.83
sma vasculitis,8989,Mental Disorders,0.1
esophagitis,8968,Digestive,0.71
epigastric,8989,Mental Disorders,0.1
constipation,8968,Digestive,0.93
lumbago thoracolumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
insomnia,8989,Mental Disorders,0.95
hip causing immobility,8996,Musculoskeletal - Hip,0.79
neck stiffness causing limited range motion,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.53
lumbosacral spine strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
gilberts syndrome,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.25
sternum fracture,249482,Musculoskeletal - Bones,0.12
attention deficit hyperactivity disorder adhd,8989,Mental Disorders,0.96
scoliosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.75
bilirubin,8989,Mental Disorders,0.1
severe neck back,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.79
acid reflux,8968,Digestive,0.95
lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
arthritis hip knee,8992,Musculoskeletal - Arthritis,0.74
dorsalgia,8989,Mental Disorders,0.1
posterior,9002,Musculoskeletal - Shoulder,0.06
pinky tendon,8995,Musculoskeletal - Hand,0.24
spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.68
degenerative disc disease other intervertebral disc syndrome ivds lumbosacral strain claimed low back segmental somatic dysfunction lumbar thoracic,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
cervical strain claimed neck,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.99
lower extremity nerve conditions sciatic femoral nerves,9006,Neurological - Cranial/Peripheral Nerves,0.75
nasal,9012,Respiratory,0.68
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
lower extremity radiculopathy femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
aichmophobia,8989,Mental Disorders,0.1
loss function thyroid gland,8973,Endocrine,0.59
loss vision eye,8974,Eye (Vision),1.0
loss range motion strength arm,9001,Musculoskeletal - Other,0.23
shoulder flexion extension,9002,Musculoskeletal - Shoulder,0.71
hip flexion extension,8996,Musculoskeletal - Hip,0.99
knee flexion extension,8997,Musculoskeletal - Knee,0.99
nerve damage arm,9006,Neurological - Cranial/Peripheral Nerves,0.54
nerve damage arm,9006,Neurological - Cranial/Peripheral Nerves,0.54
si joint,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.22
rib cage,249482,Musculoskeletal - Bones,0.35
widespread joint arthralgia,9001,Musculoskeletal - Other,0.2
ankle instability,8991,Musculoskeletal - Ankle,0.99
ankle instability,8991,Musculoskeletal - Ankle,0.99
blepharitis,8974,Eye (Vision),0.65
cervical radiopathy,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.88
vertigo,8969,Ear Disease and Other Sense Organs,0.83
middle lower back sprain thoracic sprain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
anxiety depression insomnia adjustment disorder ptsd,8989,Mental Disorders,1.0
fatty liver disease,8968,Digestive,0.68
diabetes gastroparesis,8973,Endocrine,0.97
heel related heel spur,8994,Musculoskeletal - Foot,0.86
knee related knee fracture from falling from truck army,8997,Musculoskeletal - Knee,0.97
low back disorder,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.88
heel spur plantar fasciitis status post surgical release scarring enthesopathy inferior calcaneus,8994,Musculoskeletal - Foot,0.84
plantar fasciitis heel spur,8994,Musculoskeletal - Foot,1.0
toxic exposure,9012,Respiratory,0.44
obesity,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.21
cubital tunnel syndrome,9006,Neurological - Cranial/Peripheral Nerves,0.47
hyperlipidemia,8979,Heart/Veins/Arteries,0.57
cervicalgia,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.78
scar leg,9013,Scars (Extremities and Trunk),0.91
bicuspid aortic valve,8979,Heart/Veins/Arteries,0.92
ankle instability,8991,Musculoskeletal - Ankle,0.99
achilles tendon rupture,8991,Musculoskeletal - Ankle,0.55
nocturia,8975,Genitourinary,0.67
dyspnea,9012,Respiratory,0.83
overactive bladder,8975,Genitourinary,0.82
scar knee,9013,Scars (Extremities and Trunk),0.9
numbness fingers request general medical examination,9006,Neurological - Cranial/Peripheral Nerves,0.16
migraines headaches request general medical examination,8968,Digestive,0.13
insomnia request mental health examination,8989,Mental Disorders,0.81
shoulder request general medical examination,9002,Musculoskeletal - Shoulder,0.15
knee request general medical examination,8997,Musculoskeletal - Knee,0.5
sleep apnea request general medical examination,9012,Respiratory,0.55
tinnitus intensifying hissing high pitched tones ears,3140,Hearing Loss,0.85
memory problems,8989,Mental Disorders,0.73
digestive disorder,8968,Digestive,0.96
arthritis,8992,Musculoskeletal - Arthritis,0.95
neuritis lower extremity tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,0.6
neuritis lower extremity tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,0.6
neuritis lower extremity external cutaneous nerve,9006,Neurological - Cranial/Peripheral Nerves,0.75
neuritis lower extremity external cutaneous nerve,9006,Neurological - Cranial/Peripheral Nerves,0.75
lower extremity complex regional syndrome peroneal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.7
lower extremity complex regional syndrome peroneal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.7
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
joint instability,8997,Musculoskeletal - Knee,0.24
walking gait deformity,9001,Musculoskeletal - Other,0.1
edema,8979,Heart/Veins/Arteries,0.54
limited extension,8997,Musculoskeletal - Knee,0.23
limited flexion,8997,Musculoskeletal - Knee,0.19
antalgic gait,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.08
muscle cramps,9005,Musculoskeletal and Muscle Injuries,0.6
arm,8929,Arm Condition - Neurological other System,0.51
radiculopathy upper extremity,9006,Neurological - Cranial/Peripheral Nerves,0.46
degenerative joint disease,8992,Musculoskeletal - Arthritis,0.38
limited rotation,9012,Respiratory,0.06
hearing loss ear,3140,Hearing Loss,1.0
hearing loss ear,3140,Hearing Loss,1.0
vertigo,8969,Ear Disease and Other Sense Organs,0.83
mid back stiffness,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.72
itching hand scar,9016,Skin,0.88
calf cramps,9001,Musculoskeletal - Other,0.22
mental health,8989,Mental Disorders,0.93
hemorrhagic stroke,9007,Neurological other System,0.33
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
cptsd,8989,Mental Disorders,0.1
elbow joint,8993,Musculoskeletal - Elbow,0.99
hand finger joint,8995,Musculoskeletal - Hand,0.99
leg sciatica,8988,Leg Condition - Neurological other System,0.49
skin irritation on forearms caused overexposure from sunlight,9016,Skin,0.9
elbow joint,8993,Musculoskeletal - Elbow,0.99
hand finger joint,8995,Musculoskeletal - Hand,0.99
anxiety depression,8989,Mental Disorders,0.99
leg sciatica,8988,Leg Condition - Neurological other System,0.49
thoracolumbar spine degenerative arthritis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.82
cervical spine strain,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.98
insomnia,8989,Mental Disorders,0.95
voiding dysfunction urination urgency,8975,Genitourinary,0.96
kidney functional impairment gfr ml min,8968,Digestive,0.34
lower sciatic radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.76
lower sciatic radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.76
high cholesterol,8979,Heart/Veins/Arteries,0.64
hearing loss ear,3140,Hearing Loss,1.0
plantar fasciitis both feet,8994,Musculoskeletal - Foot,0.99
achilles tendonities both legs ankles,8991,Musculoskeletal - Ankle,0.6
arthritis lower back both knees,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.86
recurring breathing problems sinusitis,9012,Respiratory,1.0
individual unemployability iu,8989,Mental Disorders,0.18
rated percent ptsd eligible individual unemployability iu,8989,Mental Disorders,0.2
earlier effective date posttraumatic stress disorder rated,9010,Post Traumatic Stress Disorder (PTSD) Combat - Mental Disorders,0.25
individual unemployability iu decision date december,8989,Mental Disorders,0.13
upper extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.46
upper extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.46
knee painful extension,8997,Musculoskeletal - Knee,0.97
knee range motion,8997,Musculoskeletal - Knee,0.84
knee painful flexion,8997,Musculoskeletal - Knee,0.97
knee painful extension,8997,Musculoskeletal - Knee,0.97
knee range motion,8997,Musculoskeletal - Knee,0.84
knee painful flexion,8997,Musculoskeletal - Knee,0.97
urination,8975,Genitourinary,0.76
dry eyes,8974,Eye (Vision),0.4
cough,9012,Respiratory,0.96
fatigue syndroms,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
planter fasciitis,8994,Musculoskeletal - Foot,0.86
urination,8975,Genitourinary,0.76
diverticulosis,8968,Digestive,0.75
trouble breathing,9012,Respiratory,0.96
insomnia,8989,Mental Disorders,0.95
panic attacks,8989,Mental Disorders,0.92
burn pit exposure,9012,Respiratory,0.65
degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
cervical radiculopathy,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.54
neck stiffness popping,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.56
lumbar strain claimed lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
x herniated disc lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
bruxism,8967,Dental and Oral,0.55
armpit hyperhidrosis,9016,Skin,0.82
scalp scars,9016,Skin,0.37
wrist weakness,9004,Musculoskeletal - Wrist,0.72
hands lock,9001,Musculoskeletal - Other,0.09
bloody stool,8968,Digestive,0.8
diarrhea,8968,Digestive,0.94
anxiety depression,8989,Mental Disorders,0.99
back dx,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
shoulder sprain dx,9002,Musculoskeletal - Shoulder,0.98
shoulder cellulitis dx,9002,Musculoskeletal - Shoulder,0.55
vertigo,8969,Ear Disease and Other Sense Organs,0.83
vertigo,8969,Ear Disease and Other Sense Organs,0.83
lower back request general medical examination,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.43
knee request general medical examination,8997,Musculoskeletal - Knee,0.5
mechanical low back other idiopathic scoliosis thoracolumbar region,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
bruxism,8967,Dental and Oral,0.55
migraine headaches,9007,Neurological other System,0.71
obstructive sleep apnea,9012,Respiratory,0.99
dry eyes syndrome,8974,Eye (Vision),0.31
back herniated disc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
am legally blind veteran years age service connected back now blindness am dependent on ability walk may please permanent,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.16
lumbar spine intervertebral disc syndrome degenerative arthritis changes claimed spasms,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.9
ptsd mental health,8989,Mental Disorders,0.8
insomnia,8989,Mental Disorders,0.95
tinnitus hearing loss carpal tunnel,3140,Hearing Loss,0.87
esophagel conditions,8989,Mental Disorders,0.1
degenerative disc disease lumbar spine claimed low back herniated disc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
adhesive arachnoiditis request general medical examination,8968,Digestive,0.13
lower back request general medical examination,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.43
heart request general medical examination,8979,Heart/Veins/Arteries,0.43
hypertension high blood pressure request general medical examination,8979,Heart/Veins/Arteries,0.85
diabetes type request general medical examination,8973,Endocrine,0.42
gerd gastroesophageal reflux disease documented service treatment record request general medical examination,8968,Digestive,0.88
gastroparesis,8989,Mental Disorders,0.1
tinnitus neck strain hypertension hearing loss ptsd migraines,3140,Hearing Loss,0.9
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
dermatitis,9016,Skin,0.98
eustachian tube disorder,8969,Ear Disease and Other Sense Organs,0.59
neuropathy,9006,Neurological - Cranial/Peripheral Nerves,0.79
stroke,9007,Neurological other System,0.33
fatigue,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.52
vertigo dizziness,8969,Ear Disease and Other Sense Organs,0.92
arthritis lumbar spine degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.93
paralysis femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.64
cervical strain degenerative disc disease other intervertebral disc syndrome ivds cervicalgia,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.92
facet arthropathy lumbar spine lumbar strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
,8989,Mental Disorders,0.1
somnolence,8989,Mental Disorders,0.1
hepititsus,8989,Mental Disorders,0.1
skin rash,9016,Skin,1.0
gout elbow fingers,8993,Musculoskeletal - Elbow,0.78
hip worsening,8996,Musculoskeletal - Hip,0.7
mental illness,8989,Mental Disorders,0.72
insomnia,8989,Mental Disorders,0.95
insomnia,8989,Mental Disorders,0.95
pelvic floor injury,8978,Gynecological,0.31
sinusitis congestion,9012,Respiratory,0.98
insomnia,8989,Mental Disorders,0.95
lumbago thoracolumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
degenerative disc disease lumbosacral strain claimed lower back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
enter your tinniturs,8989,Mental Disorders,0.1
myalgia,9001,Musculoskeletal - Other,0.22
head trauma,9020,Traumatic Brain Injury,0.64
post traumatic scar calf,9013,Scars (Extremities and Trunk),0.62
post traumatic scar shin,9013,Scars (Extremities and Trunk),0.7
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
corneal abrasion scarring,8974,Eye (Vision),0.46
vertigo,8969,Ear Disease and Other Sense Organs,0.83
precancerous polyps,8989,Mental Disorders,0.1
hashimotos,8973,Endocrine,0.43
ascending aortic aneurysm,8979,Heart/Veins/Arteries,0.55
dextroscoliosis spondylosis disc degenration disc bulging,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.89
fibroids,8989,Mental Disorders,0.1
longitudinal tear peroneus bevis tendon,9005,Musculoskeletal and Muscle Injuries,0.26
ruptured achilles foot,8994,Musculoskeletal - Foot,0.75
foot degenerative arthritis mri,8994,Musculoskeletal - Foot,0.87
