text_to_classify,predicted_code,predicted_label,prediction_probability
degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
fluid on lungs,8989,Mental Disorders,0.11
agent orange,8979,Heart/Veins/Arteries,0.21
kidney function,8975,Genitourinary,0.64
high cholesterol from metal inhalation exposure,8979,Heart/Veins/Arteries,0.36
sleep,8989,Mental Disorders,0.6
dislike bangs,8989,Mental Disorders,0.1
chlaustrophobia,8989,Mental Disorders,0.1
leg conditions sciatic,8988,Leg Condition - Neurological other System,0.47
knee lateral,8997,Musculoskeletal - Knee,0.98
hand lateral,8995,Musculoskeletal - Hand,0.62
siatic arms,8989,Mental Disorders,0.1
shoulder lateral,9002,Musculoskeletal - Shoulder,0.95
jaw issues mouth conditions,8967,Dental and Oral,0.88
tinnitus ringing hissing ears ear depending tone heard outside,3140,Hearing Loss,0.98
shoulder stiffness,9002,Musculoskeletal - Shoulder,0.79
degenerative joint disease knee,8997,Musculoskeletal - Knee,0.8
lumbar spine degenerative disc disease l l intermittent stenosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.9
mental health include depression,8989,Mental Disorders,0.84
tension headaches claimed headaches,9007,Neurological other System,0.5
lumbosacral strain claimed low back muscle spasms,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
elevated lfts,8979,Heart/Veins/Arteries,0.2
gastro intestinal,8968,Digestive,0.95
pact act,9012,Respiratory,0.5
thumb sprain,8995,Musculoskeletal - Hand,0.89
ankle surgery,8991,Musculoskeletal - Ankle,0.97
tinnitus claimed tinnitus ringing ears,3140,Hearing Loss,0.96
chest,8979,Heart/Veins/Arteries,0.49
hand tremors hand,8995,Musculoskeletal - Hand,0.95
finger,8995,Musculoskeletal - Hand,0.95
acid reflux,8968,Digestive,0.95
joint,9001,Musculoskeletal - Other,0.29
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
seasonal congestion,9012,Respiratory,0.67
stenosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.26
sciatica,9006,Neurological - Cranial/Peripheral Nerves,0.69
degenerative disc disease ddd lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
residuals elbow injury tendonitis,8993,Musculoskeletal - Elbow,0.95
residuals shoulder injury bursitis,9002,Musculoskeletal - Shoulder,0.94
obstructive sleep apnea osa claimed,9012,Respiratory,0.99
intervertebral disc syndrome degenerative arthritis cervical spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.78
knee degenerative arthritis shin splint stress fracture tibia,8997,Musculoskeletal - Knee,1.0
migraine including migraine variants,9007,Neurological other System,0.75
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
diverticulosis,8968,Digestive,0.75
vertigo,8969,Ear Disease and Other Sense Organs,0.83
hemmorrhoids,8989,Mental Disorders,0.1
anal fissure,8968,Digestive,0.58
eyelid cyst,9016,Skin,0.3
vitreous floaters eye,8974,Eye (Vision),0.95
contact dermitis,9016,Skin,0.28
pruritus,9016,Skin,0.53
chorioretinal scar,9013,Scars (Extremities and Trunk),0.85
dyspepsia,8968,Digestive,0.64
anomalies nails,8989,Mental Disorders,0.1
enter your fallen arches,8994,Musculoskeletal - Foot,0.42
spermatocele,8989,Mental Disorders,0.1
vascetomy,8989,Mental Disorders,0.1
tooth removal,8967,Dental and Oral,0.85
dental implants,8967,Dental and Oral,0.79
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
hand fracture,8995,Musculoskeletal - Hand,0.95
arthritis knee back hands fingers neck,8992,Musculoskeletal - Arthritis,0.44
knee surgery acl replacement,8997,Musculoskeletal - Knee,0.94
vertigo,8969,Ear Disease and Other Sense Organs,0.83
achilles tendon,8991,Musculoskeletal - Ankle,0.65
severe back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.82
hyperacusis,8989,Mental Disorders,0.1
cervical dysplasia positive,8978,Gynecological,0.15
xerostomia dry mouth,8967,Dental and Oral,0.5
hematuria,8975,Genitourinary,0.39
dyspnea,9012,Respiratory,0.83
scars painful,9001,Musculoskeletal - Other,0.11
radiculopathy lumbar,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.64
meibomian gland dysfunction,8975,Genitourinary,0.44
dysplastic nevus,9016,Skin,0.37
regular astigmatism,8974,Eye (Vision),0.83
gout lower limbs,8992,Musculoskeletal - Arthritis,0.64
ankle bone spur,8991,Musculoskeletal - Ankle,0.83
groin,8975,Genitourinary,0.35
inguinal canal lipoma,9016,Skin,0.25
mandibular tori removal,8968,Digestive,0.15
upper respitory infections,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.39
covid,9012,Respiratory,0.41
vesicointestinal fistula,8968,Digestive,0.35
neck cervical,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.99
middle back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.93
asthma allergies,9012,Respiratory,1.0
lower back lumbar radiculopathy,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.99
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
radiculopathy upper extremity,9006,Neurological - Cranial/Peripheral Nerves,0.46
radiculopathy upper extremity,9006,Neurological - Cranial/Peripheral Nerves,0.46
intervertebral disc syndrome degenerative disc disease previously rated lower mid back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.95
lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.45
degenerative arthritis neck previously rated neck bone behind head,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.7
lower radiculopathy sciatic nerve claimed lower extremity radiculopathy,9006,Neurological - Cranial/Peripheral Nerves,0.84
knee meniscal tear claimed meniscus repair knees,8997,Musculoskeletal - Knee,0.99
knee meniscal tear claimed meniscus repair knees,8997,Musculoskeletal - Knee,0.99
lower radiculopathy extremity sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower radiculopathy extremity sciatic,9006,Neurological - Cranial/Peripheral Nerves,0.68
lower radiculopathy extremity femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
lower radiculopathy extremity femoral,9006,Neurological - Cranial/Peripheral Nerves,0.64
patellofemoral syndrome knee,8997,Musculoskeletal - Knee,1.0
hip femoral acetabular impingement based upon impairment abduction adduction rotation,8996,Musculoskeletal - Hip,0.95
hip femoral acetabular impingement based upon limitation extension,8996,Musculoskeletal - Hip,0.96
lumbosacral spine degenerative disc joint disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
hip femoral acetabular impingement based upon limitation flexion,8996,Musculoskeletal - Hip,0.96
migraine including migraine variants,9007,Neurological other System,0.75
dermatitis feet hands,9016,Skin,0.98
insomnia,8989,Mental Disorders,0.95
hay fever,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.41
arthritis,8992,Musculoskeletal - Arthritis,0.95
spinal spondylosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.73
spinal stenosis,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.65
radiculopathy upper extremity,9006,Neurological - Cranial/Peripheral Nerves,0.46
radiculopathy upper extremity,9006,Neurological - Cranial/Peripheral Nerves,0.46
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity external cutaneous nerve thigh,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,0.61
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity ilio inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,0.67
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity femoral nerve,9006,Neurological - Cranial/Peripheral Nerves,0.79
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
radiculopathy lower extremity sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,0.83
degenerative disc disease,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
herniated disc,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.76
tremors,8989,Mental Disorders,0.1
cognitive impairment brain fog,8989,Mental Disorders,0.79
nausea,8968,Digestive,0.77
vomiting,8968,Digestive,0.76
pruritis,8989,Mental Disorders,0.1
hyperpigmentation,8989,Mental Disorders,0.1
xerosis,9016,Skin,0.74
edema,8979,Heart/Veins/Arteries,0.54
middle back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.93
kidney,8975,Genitourinary,0.76
type diabetes mellitus,8973,Endocrine,0.98
anterior trunk scars,9013,Scars (Extremities and Trunk),0.23
leg scars,8988,Leg Condition - Neurological other System,0.46
arm scars,8929,Arm Condition - Neurological other System,0.51
leg scars,8988,Leg Condition - Neurological other System,0.46
arm scars,8929,Arm Condition - Neurological other System,0.51
petite mal seizures,9006,Neurological - Cranial/Peripheral Nerves,0.09
dermatitis prurigo nodularis,9016,Skin,0.98
scar on back neck,9014,"Scars (Head, Face, Or Neck)",0.64
scar on wrist,9013,Scars (Extremities and Trunk),0.74
leg,8988,Leg Condition - Neurological other System,0.46
back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.96
loss sensation knee,8997,Musculoskeletal - Knee,0.47
spinal cord stimulator scars,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.5
discectomy laminectomy scar lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.62
degenerative disc disease stenosis thoracolumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.94
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
radiculopathy lower extremity,9006,Neurological - Cranial/Peripheral Nerves,0.45
degenerative disc disease l degenerative changes thoracic spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.92
degenerative joint disease cervical spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.83
shoulder cartridge arthritis torn labrums that will replaced,9002,Musculoskeletal - Shoulder,0.8
seizures,8989,Mental Disorders,0.1
limited mobility back hip shoulder issues,9002,Musculoskeletal - Shoulder,0.44
foot request gen med foot,8994,Musculoskeletal - Foot,0.77
hand request general medical examination,8995,Musculoskeletal - Hand,0.13
sternum injury documented service treatment record request general medical examination,8968,Digestive,0.15
hand injuries documented service treatment record request general medical examination,8968,Digestive,0.13
ankle request gen med ankle,8991,Musculoskeletal - Ankle,0.91
knee request gen med knee,8997,Musculoskeletal - Knee,0.91
elbow request gen med elbow,8993,Musculoskeletal - Elbow,0.93
carpal tunnel syndrome request gen med carpal tunnel syndrome,9006,Neurological - Cranial/Peripheral Nerves,0.46
wrist request gen med wrist weakness,9004,Musculoskeletal - Wrist,0.83
hip request gen med hip,8996,Musculoskeletal - Hip,0.92
back sciatica radiculopathy lumbar radiculopathy upper lower extremities request gen med back sciatic lumbar nerve impingement,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.78
cervical strain cervical nerve impingement request general medical examination cervical strain cervical nerve impingement,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.64
shoulder request general medical examination shoulder,9002,Musculoskeletal - Shoulder,0.74
neck request general medical examination neck,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.75
erectile dysfunction request mental health examination sexual arousal issues,8975,Genitourinary,0.55
insomnia request mental health examination insomnia,8989,Mental Disorders,0.91
sleep disturbances request mental health examination sleep disturbances,8989,Mental Disorders,0.8
depression request mental health examination depression,8989,Mental Disorders,0.92
anxiety request mental health examination anxiety,8989,Mental Disorders,0.92
hemorrhoids request general medical examination hemorrhoids,8968,Digestive,0.13
colon syndrome irritable request general medical examination irritable colon syndrome,8968,Digestive,0.81
irritable bowel syndrome request general medical examination irritable bowel syndrome,8968,Digestive,0.89
stomach request general medical examination stomach,8968,Digestive,0.82
skin request general medical examination skin,9016,Skin,0.79
migraine headaches request general medical examination migraine headaches,9007,Neurological other System,0.37
hypertension request general medical examination hypertension,8979,Heart/Veins/Arteries,0.66
respiratory complaints include sinusitis rhinitis allergies sleep apnea request general medical examination respiratory issues,9012,Respiratory,1.0
gastrointestinal problems include gerd request general medical examination gerd,8968,Digestive,0.96
fibromyalgia joint neck shoulders spine back hips knees wrists elbows ankles feet request general medical examination joint pains,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),0.4
fatigue syndrome request general medical examination fatigue syndrome,8986,"Infectious Diseases, Immune Disorders & Nutritional Deficiencies",0.34
vertigo,8969,Ear Disease and Other Sense Organs,0.83
hernia,8968,Digestive,0.82
leg residuals multiple surgieries infections,9006,Neurological - Cranial/Peripheral Nerves,0.17
shoulders,8989,Mental Disorders,0.1
ankle lateral collateral ligament sprain claimed ankle,8991,Musculoskeletal - Ankle,1.0
knee strain patellofemoral syndrome,8997,Musculoskeletal - Knee,1.0
lumbosacral strain claimed low back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
advanced disc degeneration l s,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.44
breast cancer status post lumpectomy residuals,8937,Cancer - Gynecological,0.5
limitation flexion medial meniscal tear knee,8997,Musculoskeletal - Knee,0.99
medial meniscal tear knee instability,8997,Musculoskeletal - Knee,0.99
limitation extension medial meniscal tear knee,8997,Musculoskeletal - Knee,0.99
lumbar spine degenerative arthritis claimed lower back injury,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.97
elbow status post radial head fracture,8993,Musculoskeletal - Elbow,0.89
limitation knee flexion,8997,Musculoskeletal - Knee,0.99
lock jaw,8967,Dental and Oral,0.39
hip stiffness,8996,Musculoskeletal - Hip,0.82
lumbar back,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),0.98
adjustment disorder traumatic brain injury residuals orbital floor fracture benign paroxysmal positional vertigo claimed anxiety depression,8989,Mental Disorders,0.66
shoulder strain claimed shoulder,9002,Musculoskeletal - Shoulder,1.0
mandible fracture residual scars claimed chin nose scars,9012,Respiratory,0.18
fracture mandible temporomandibular joint disorder tmjd claimed mandible fracture residual jaw,249481,Dental and Oral - Musculoskeletal,0.73
periodic limb movement disorder,9007,Neurological other System,0.28
mood memory issues,8989,Mental Disorders,0.94
sleep disturbances,8989,Mental Disorders,0.6
joint,9001,Musculoskeletal - Other,0.29
wheezing coughing chest,9012,Respiratory,0.99
hand finger,8995,Musculoskeletal - Hand,1.0
ankle some reason old claim stated that incorrect,8991,Musculoskeletal - Ankle,0.54
leg sciatica,8988,Leg Condition - Neurological other System,0.49
fractured ankle that required back surgery,8991,Musculoskeletal - Ankle,0.51
thigh,8996,Musculoskeletal - Hip,0.33
scar on thigh,9013,Scars (Extremities and Trunk),0.88
itching scar on thigh,9016,Skin,0.77
sleep probelms,8989,Mental Disorders,0.6
